match_id,date,home_win_odds,draw_odds,away_win_odds
EPL2425_001,2024-08-12,4.6,4.93,1.88
EPL2425_002,2024-08-11,3.09,5.36,2.26
EPL2425_003,2024-08-11,2.19,5.9,3.06
EPL2425_004,2024-08-11,3.3,5.06,2.21
EPL2425_005,2024-08-10,4.18,3.36,2.41
EPL2425_006,2024-08-10,2.67,3.5,3.42
EPL2425_007,2024-08-10,3.21,3.92,2.59
EPL2425_008,2024-08-11,3.12,4.11,2.57
EPL2425_009,2024-08-10,2.06,4.5,4.07
EPL2425_010,2024-08-10,2.83,4.17,2.79
EPL2425_011,2024-08-18,4.44,4.03,2.09
EPL2425_012,2024-08-19,3.03,4.31,2.56
EPL2425_013,2024-08-18,2.88,5.12,2.44
EPL2425_014,2024-08-19,2.66,4.03,3.04
EPL2425_015,2024-08-19,3.37,5.2,2.16
EPL2425_016,2024-08-19,2.99,3.58,2.95
EPL2425_017,2024-08-19,3.13,4.79,2.36
EPL2425_018,2024-08-19,2.52,4.69,2.93
EPL2425_019,2024-08-18,2.67,3.43,3.49
EPL2425_020,2024-08-17,3.71,3.03,2.83
EPL2425_021,2024-08-24,2.61,3.34,3.71
EPL2425_022,2024-08-25,3.27,4.11,2.48
EPL2425_023,2024-08-24,3.79,3.62,2.43
EPL2425_024,2024-08-24,2.98,3.97,2.74
EPL2425_025,2024-08-24,2.98,4.02,2.72
EPL2425_026,2024-08-26,2.17,4.28,3.87
EPL2425_027,2024-08-25,3.04,3.46,2.98
EPL2425_028,2024-08-24,2.41,4.18,3.35
EPL2425_029,2024-08-25,2.43,4.14,3.33
EPL2425_030,2024-08-26,2.27,4.77,3.32
EPL2425_031,2024-08-31,2.71,3.46,3.39
EPL2425_032,2024-08-31,3.66,4.48,2.19
EPL2425_033,2024-09-01,2.54,4.42,3.02
EPL2425_034,2024-09-01,3.04,2.85,3.66
EPL2425_035,2024-09-01,2.29,6.79,2.72
EPL2425_036,2024-09-01,2.16,4.21,3.97
EPL2425_037,2024-08-31,3.65,4.13,2.29
EPL2425_038,2024-09-01,2.52,4.41,3.04
EPL2425_039,2024-08-31,2.97,5.55,2.3
EPL2425_040,2024-09-02,4.63,3.98,2.06
EPL2425_041,2024-09-09,3.69,2.97,2.9
EPL2425_042,2024-09-07,2.18,4.15,3.96
EPL2425_043,2024-09-08,3.06,5.59,2.24
EPL2425_044,2024-09-09,2.61,3.92,3.18
EPL2425_045,2024-09-08,3.09,3.73,2.77
EPL2425_046,2024-09-08,3.26,3.07,3.12
EPL2425_047,2024-09-07,2.15,4.16,4.04
EPL2425_048,2024-09-08,2.38,4.06,3.49
EPL2425_049,2024-09-08,3.16,3.9,2.64
EPL2425_050,2024-09-09,3.29,3.45,2.79
EPL2425_051,2024-09-15,2.28,4.33,3.53
EPL2425_052,2024-09-15,2.53,4.12,3.17
EPL2425_053,2024-09-15,3.78,3.72,2.39
EPL2425_054,2024-09-16,2.1,5.7,3.31
EPL2425_055,2024-09-14,3.17,3.46,2.87
EPL2425_056,2024-09-15,3.23,4.94,2.27
EPL2425_057,2024-09-14,3.54,3.51,2.6
EPL2425_058,2024-09-15,3.04,4.65,2.45
EPL2425_059,2024-09-15,2.86,3.45,3.2
EPL2425_060,2024-09-14,1.97,5.88,3.65
EPL2425_061,2024-09-23,3.04,4.06,2.65
EPL2425_062,2024-09-23,3.01,4.1,2.66
EPL2425_063,2024-09-21,3.62,3.27,2.7
EPL2425_064,2024-09-23,2.72,5.11,2.57
EPL2425_065,2024-09-21,3.11,2.88,3.52
EPL2425_066,2024-09-23,2.51,3.97,3.32
EPL2425_067,2024-09-22,4.4,5.53,1.84
EPL2425_068,2024-09-23,2.88,3.42,3.2
EPL2425_069,2024-09-23,2.61,3.34,3.7
EPL2425_070,2024-09-23,2.1,4.14,4.28
EPL2425_071,2024-09-30,2.87,3.69,3.01
EPL2425_072,2024-09-29,3.22,3.65,2.72
EPL2425_073,2024-09-29,1.93,4.94,4.29
EPL2425_074,2024-09-30,3.43,4.0,2.43
EPL2425_075,2024-09-30,3.46,4.14,2.37
EPL2425_076,2024-09-30,2.58,4.42,2.95
EPL2425_077,2024-09-28,2.36,4.18,3.46
EPL2425_078,2024-09-30,2.46,4.84,2.95
EPL2425_079,2024-09-30,3.93,4.59,2.08
EPL2425_080,2024-09-30,2.31,4.88,3.18
EPL2425_081,2024-10-05,2.38,3.54,4.01
EPL2425_082,2024-10-06,2.29,5.26,3.08
EPL2425_083,2024-10-07,2.94,3.42,3.12
EPL2425_084,2024-10-07,3.3,6.06,2.07
EPL2425_085,2024-10-07,3.12,4.9,2.34
EPL2425_086,2024-10-05,3.79,3.37,2.55
EPL2425_087,2024-10-05,4.08,5.72,1.88
EPL2425_088,2024-10-05,2.8,3.34,3.38
EPL2425_089,2024-10-05,2.58,6.08,2.5
EPL2425_090,2024-10-07,4.44,4.31,2.02
EPL2425_091,2024-10-14,2.76,3.75,3.08
EPL2425_092,2024-10-12,2.07,4.31,4.24
EPL2425_093,2024-10-12,3.23,3.79,2.64
EPL2425_094,2024-10-13,2.42,3.8,3.62
EPL2425_095,2024-10-14,3.68,3.13,2.76
EPL2425_096,2024-10-14,2.8,4.97,2.53
EPL2425_097,2024-10-12,2.2,4.43,3.68
EPL2425_098,2024-10-13,3.38,3.81,2.54
EPL2425_099,2024-10-14,1.91,5.61,3.97
EPL2425_100,2024-10-14,2.25,4.04,3.85
EPL2425_101,2024-10-21,2.63,4.32,2.94
EPL2425_102,2024-10-19,3.0,3.85,2.78
EPL2425_103,2024-10-19,2.93,4.04,2.75
EPL2425_104,2024-10-20,3.37,5.03,2.19
EPL2425_105,2024-10-20,3.18,4.71,2.35
EPL2425_106,2024-10-20,4.05,3.64,2.32
EPL2425_107,2024-10-19,3.12,3.9,2.66
EPL2425_108,2024-10-19,3.39,3.47,2.71
EPL2425_109,2024-10-21,2.66,5.26,2.59
EPL2425_110,2024-10-20,2.8,3.73,3.05
EPL2425_111,2024-10-26,3.36,3.47,2.72
EPL2425_112,2024-10-27,2.4,4.26,3.32
EPL2425_113,2024-10-27,2.58,4.46,2.93
EPL2425_114,2024-10-26,2.27,5.38,3.08
EPL2425_115,2024-10-27,3.13,5.01,2.31
EPL2425_116,2024-10-26,2.08,5.56,3.42
EPL2425_117,2024-10-28,3.49,5.59,2.05
EPL2425_118,2024-10-28,2.54,4.15,3.14
EPL2425_119,2024-10-26,2.84,3.47,3.21
EPL2425_120,2024-10-28,2.45,3.44,3.96
EPL2425_121,2024-11-04,2.76,5.05,2.55
EPL2425_122,2024-11-03,2.01,4.78,4.07
EPL2425_123,2024-11-04,2.76,3.43,3.35
EPL2425_124,2024-11-04,2.68,4.22,2.92
EPL2425_125,2024-11-02,2.74,3.59,3.24
EPL2425_126,2024-11-04,2.54,5.66,2.61
EPL2425_127,2024-11-03,2.82,4.12,2.82
EPL2425_128,2024-11-03,3.13,3.72,2.75
EPL2425_129,2024-11-04,2.7,3.63,3.26
EPL2425_130,2024-11-02,2.73,3.88,3.05
EPL2425_131,2024-11-10,2.05,6.47,3.22
EPL2425_132,2024-11-09,2.1,4.42,4.01
EPL2425_133,2024-11-10,3.61,3.63,2.5
EPL2425_134,2024-11-11,2.56,4.33,3.02
EPL2425_135,2024-11-10,2.97,3.96,2.75
EPL2425_136,2024-11-10,2.34,6.16,2.75
EPL2425_137,2024-11-09,3.82,3.9,2.3
EPL2425_138,2024-11-10,2.26,4.08,3.77
EPL2425_139,2024-11-09,4.19,4.11,2.13
EPL2425_140,2024-11-09,2.96,5.58,2.3
EPL2425_141,2024-11-16,2.33,5.97,2.81
EPL2425_142,2024-11-16,2.56,4.82,2.82
EPL2425_143,2024-11-18,3.28,4.14,2.46
EPL2425_144,2024-11-18,2.65,4.54,2.82
EPL2425_145,2024-11-17,2.3,4.7,3.27
EPL2425_146,2024-11-16,3.32,4.29,2.39
EPL2425_147,2024-11-18,3.9,3.73,2.33
EPL2425_148,2024-11-18,2.97,3.76,2.85
EPL2425_149,2024-11-18,3.92,3.3,2.53
EPL2425_150,2024-11-18,2.19,4.86,3.45
EPL2425_151,2024-11-24,4.02,4.13,2.16
EPL2425_152,2024-11-24,2.91,3.55,3.07
EPL2425_153,2024-11-25,3.68,5.14,2.06
EPL2425_154,2024-11-24,3.05,4.94,2.37
EPL2425_155,2024-11-25,2.53,3.56,3.61
EPL2425_156,2024-11-24,3.08,4.42,2.49
EPL2425_157,2024-11-25,3.27,4.35,2.4
EPL2425_158,2024-11-25,2.97,6.56,2.16
EPL2425_159,2024-11-25,2.89,3.71,2.97
EPL2425_160,2024-11-25,2.28,4.87,3.25
EPL2425_161,2024-11-30,2.53,4.11,3.19
EPL2425_162,2024-12-01,2.59,4.88,2.76
EPL2425_163,2024-12-02,2.28,4.33,3.54
EPL2425_164,2024-12-02,2.74,3.99,2.96
EPL2425_165,2024-11-30,3.15,3.52,2.85
EPL2425_166,2024-12-01,3.78,5.01,2.05
EPL2425_167,2024-12-01,2.47,5.37,2.76
EPL2425_168,2024-12-01,3.38,3.3,2.82
EPL2425_169,2024-11-30,3.24,4.43,2.39
EPL2425_170,2024-11-30,2.48,5.04,2.85
EPL2425_171,2024-12-08,2.31,4.73,3.25
EPL2425_172,2024-12-08,3.81,4.04,2.26
EPL2425_173,2024-12-08,3.5,4.52,2.25
EPL2425_174,2024-12-09,3.42,3.08,2.98
EPL2425_175,2024-12-08,3.76,3.91,2.32
EPL2425_176,2024-12-09,2.65,6.4,2.39
EPL2425_177,2024-12-07,2.35,4.16,3.49
EPL2425_178,2024-12-09,3.09,3.82,2.72
EPL2425_179,2024-12-09,2.3,3.87,3.87
EPL2425_180,2024-12-08,2.69,3.91,3.08
EPL2425_181,2024-12-15,2.9,5.36,2.38
EPL2425_182,2024-12-14,2.52,4.45,3.03
EPL2425_183,2024-12-15,2.43,5.01,2.93
EPL2425_184,2024-12-15,3.84,3.29,2.58
EPL2425_185,2024-12-15,2.85,3.58,3.11
EPL2425_186,2024-12-14,3.25,3.09,3.12
EPL2425_187,2024-12-14,2.16,4.61,3.66
EPL2425_188,2024-12-15,3.07,2.96,3.45
EPL2425_189,2024-12-15,3.43,3.71,2.56
EPL2425_190,2024-12-14,2.42,3.73,3.69
EPL2425_191,2024-12-21,3.02,3.62,2.9
EPL2425_192,2024-12-23,2.73,4.74,2.67
EPL2425_193,2024-12-22,2.65,4.3,2.92
EPL2425_194,2024-12-21,2.45,5.16,2.85
EPL2425_195,2024-12-21,1.96,5.46,3.87
EPL2425_196,2024-12-21,2.64,3.25,3.76
EPL2425_197,2024-12-21,2.1,4.17,4.25
EPL2425_198,2024-12-23,2.9,4.0,2.8
EPL2425_199,2024-12-21,2.54,3.87,3.33
EPL2425_200,2024-12-21,2.65,3.17,3.86
EPL2425_201,2024-12-29,3.61,4.92,2.12
EPL2425_202,2024-12-29,3.22,5.25,2.22
EPL2425_203,2024-12-29,3.11,3.15,3.18
EPL2425_204,2024-12-28,2.64,3.68,3.31
EPL2425_205,2024-12-29,3.19,3.37,2.92
EPL2425_206,2024-12-30,3.57,4.08,2.34
EPL2425_207,2024-12-30,3.48,5.05,2.14
EPL2425_208,2024-12-29,2.22,4.29,3.71
EPL2425_209,2024-12-28,3.54,4.03,2.37
EPL2425_210,2024-12-28,2.69,4.41,2.83
EPL2425_211,2025-01-05,3.21,3.07,3.18
EPL2425_212,2025-01-06,3.83,3.47,2.48
EPL2425_213,2025-01-05,3.57,4.55,2.21
EPL2425_214,2025-01-04,2.45,3.39,4.02
EPL2425_215,2025-01-04,3.41,4.34,2.33
EPL2425_216,2025-01-06,3.0,4.17,2.64
EPL2425_217,2025-01-06,2.55,4.18,3.12
EPL2425_218,2025-01-04,2.98,5.45,2.31
EPL2425_219,2025-01-05,2.58,3.83,3.3
EPL2425_220,2025-01-06,3.31,3.9,2.54
EPL2425_221,2025-01-11,2.31,4.2,3.55
EPL2425_222,2025-01-12,2.76,4.67,2.66
EPL2425_223,2025-01-13,2.58,5.04,2.73
EPL2425_224,2025-01-12,2.33,5.28,3.0
EPL2425_225,2025-01-11,2.46,4.98,2.9
EPL2425_226,2025-01-13,2.47,5.51,2.73
EPL2425_227,2025-01-13,2.98,4.35,2.59
EPL2425_228,2025-01-11,3.4,4.09,2.42
EPL2425_229,2025-01-11,2.35,3.53,4.11
EPL2425_230,2025-01-12,2.57,4.47,2.95
EPL2425_231,2025-01-18,3.44,4.44,2.29
EPL2425_232,2025-01-19,3.63,2.94,2.97
EPL2425_233,2025-01-20,2.04,4.94,3.86
EPL2425_234,2025-01-19,3.56,5.75,2.01
EPL2425_235,2025-01-18,3.32,3.28,2.89
EPL2425_236,2025-01-19,3.6,3.94,2.38
EPL2425_237,2025-01-19,2.52,4.01,3.27
EPL2425_238,2025-01-19,4.14,4.31,2.09
EPL2425_239,2025-01-20,2.26,3.75,4.11
EPL2425_240,2025-01-18,3.77,3.29,2.61
EPL2425_241,2025-01-27,2.55,4.06,3.19
EPL2425_242,2025-01-25,2.97,3.01,3.52
EPL2425_243,2025-01-27,2.43,4.25,3.27
EPL2425_244,2025-01-25,3.01,3.5,2.98
EPL2425_245,2025-01-27,2.13,4.48,3.84
EPL2425_246,2025-01-25,2.72,3.88,3.06
EPL2425_247,2025-01-26,1.98,4.24,4.75
EPL2425_248,2025-01-26,3.08,3.7,2.8
EPL2425_249,2025-01-27,3.17,3.32,2.98
EPL2425_250,2025-01-25,3.23,3.51,2.79
EPL2425_251,2025-02-02,2.72,3.71,3.16
EPL2425_252,2025-02-02,2.1,4.22,4.17
EPL2425_253,2025-02-02,3.45,4.16,2.37
EPL2425_254,2025-02-03,1.92,4.65,4.62
EPL2425_255,2025-02-03,2.35,3.89,3.72
EPL2425_256,2025-02-03,2.02,4.92,3.95
EPL2425_257,2025-02-03,3.03,4.87,2.4
EPL2425_258,2025-02-02,3.64,6.02,1.95
EPL2425_259,2025-02-02,2.05,5.92,3.37
EPL2425_260,2025-02-02,2.4,5.19,2.92
EPL2425_261,2025-02-09,3.0,4.28,2.59
EPL2425_262,2025-02-08,2.62,5.47,2.58
EPL2425_263,2025-02-10,2.47,5.08,2.85
EPL2425_264,2025-02-08,2.52,3.97,3.29
EPL2425_265,2025-02-09,3.31,3.05,3.1
EPL2425_266,2025-02-08,2.8,3.36,3.37
EPL2425_267,2025-02-08,2.41,3.94,3.54
EPL2425_268,2025-02-10,4.58,4.95,1.88
EPL2425_269,2025-02-10,2.11,6.41,3.1
EPL2425_270,2025-02-08,2.87,3.04,3.65
EPL2425_271,2025-02-17,2.74,5.93,2.39
EPL2425_272,2025-02-16,3.07,5.36,2.27
EPL2425_273,2025-02-15,2.27,3.93,3.89
EPL2425_274,2025-02-16,1.95,4.88,4.26
EPL2425_275,2025-02-17,2.47,4.1,3.29
EPL2425_276,2025-02-15,3.24,4.16,2.48
EPL2425_277,2025-02-17,3.12,3.35,3.0
EPL2425_278,2025-02-15,2.51,4.76,2.9
EPL2425_279,2025-02-15,2.09,4.27,4.17
EPL2425_280,2025-02-17,2.89,3.38,3.23
EPL2425_281,2025-02-24,2.27,4.28,3.61
EPL2425_282,2025-02-24,2.18,5.49,3.2
EPL2425_283,2025-02-24,2.61,4.89,2.74
EPL2425_284,2025-02-23,3.05,4.41,2.52
EPL2425_285,2025-02-22,2.21,3.99,4.01
EPL2425_286,2025-02-24,2.63,4.65,2.8
EPL2425_287,2025-02-23,4.06,3.58,2.34
EPL2425_288,2025-02-23,2.29,5.24,3.08
EPL2425_289,2025-02-23,4.0,3.29,2.51
EPL2425_290,2025-02-22,2.1,4.63,3.84
EPL2425_291,2025-03-01,1.96,4.87,4.23
EPL2425_292,2025-03-03,3.71,3.03,2.83
EPL2425_293,2025-03-03,3.36,3.73,2.59
EPL2425_294,2025-03-01,2.39,4.57,3.16
EPL2425_295,2025-03-01,2.8,3.91,2.95
EPL2425_296,2025-03-03,2.24,3.89,4.02
EPL2425_297,2025-03-02,3.52,3.26,2.76
EPL2425_298,2025-03-02,2.16,4.02,4.16
EPL2425_299,2025-03-02,3.34,5.87,2.07
EPL2425_300,2025-03-02,2.34,4.61,3.25
EPL2425_301,2025-03-08,2.92,3.37,3.19
EPL2425_302,2025-03-09,3.14,3.7,2.75
EPL2425_303,2025-03-08,3.17,3.16,3.13
EPL2425_304,2025-03-08,2.9,4.56,2.58
EPL2425_305,2025-03-08,2.26,4.2,3.67
EPL2425_306,2025-03-08,2.37,4.58,3.2
EPL2425_307,2025-03-09,2.39,3.62,3.88
EPL2425_308,2025-03-10,2.78,5.06,2.53
EPL2425_309,2025-03-09,3.59,4.14,2.32
EPL2425_310,2025-03-09,3.4,3.2,2.89
EPL2425_311,2025-03-15,2.67,5.13,2.61
EPL2425_312,2025-03-16,3.34,3.95,2.5
EPL2425_313,2025-03-15,3.54,3.2,2.8
EPL2425_314,2025-03-15,1.91,4.62,4.72
EPL2425_315,2025-03-17,2.17,4.11,4.01
EPL2425_316,2025-03-16,3.33,3.03,3.1
EPL2425_317,2025-03-16,2.77,4.01,2.92
EPL2425_318,2025-03-17,2.31,3.62,4.13
EPL2425_319,2025-03-17,3.69,3.04,2.84
EPL2425_320,2025-03-17,2.73,4.06,2.95
EPL2425_321,2025-03-22,2.61,4.39,2.93
EPL2425_322,2025-03-24,2.39,4.15,3.42
EPL2425_323,2025-03-23,2.82,5.49,2.41
EPL2425_324,2025-03-22,2.03,5.72,3.5
EPL2425_325,2025-03-22,2.21,4.88,3.4
EPL2425_326,2025-03-24,2.78,3.64,3.15
EPL2425_327,2025-03-22,1.96,5.38,3.92
EPL2425_328,2025-03-23,2.97,2.97,3.58
EPL2425_329,2025-03-23,3.54,5.73,2.02
EPL2425_330,2025-03-24,2.34,4.43,3.35
EPL2425_331,2025-03-29,2.1,4.37,4.04
EPL2425_332,2025-03-30,2.24,3.56,4.44
EPL2425_333,2025-03-29,2.88,3.31,3.3
EPL2425_334,2025-03-31,2.25,4.39,3.58
EPL2425_335,2025-03-30,3.5,4.78,2.19
EPL2425_336,2025-03-30,3.69,3.2,2.71
EPL2425_337,2025-03-31,3.34,3.97,2.49
EPL2425_338,2025-03-29,2.87,3.79,2.95
EPL2425_339,2025-03-30,2.82,4.38,2.71
EPL2425_340,2025-03-30,2.27,4.47,3.47
EPL2425_341,2025-04-06,2.25,4.35,3.6
EPL2425_342,2025-04-06,2.11,4.61,3.83
EPL2425_343,2025-04-07,1.97,5.76,3.68
EPL2425_344,2025-04-05,3.56,5.38,2.06
EPL2425_345,2025-04-07,2.29,5.68,2.94
EPL2425_346,2025-04-06,3.45,3.12,2.92
EPL2425_347,2025-04-06,2.34,5.09,3.04
EPL2425_348,2025-04-05,3.71,3.81,2.38
EPL2425_349,2025-04-06,3.23,3.91,2.58
EPL2425_350,2025-04-06,3.32,4.7,2.28
EPL2425_351,2025-04-12,2.9,3.11,3.49
EPL2425_352,2025-04-12,2.61,4.69,2.81
EPL2425_353,2025-04-12,3.8,3.6,2.43
EPL2425_354,2025-04-13,3.02,3.28,3.16
EPL2425_355,2025-04-12,2.68,3.9,3.1
EPL2425_356,2025-04-13,2.8,3.86,2.97
EPL2425_357,2025-04-12,2.95,5.11,2.39
EPL2425_358,2025-04-12,2.36,5.06,3.02
EPL2425_359,2025-04-14,2.45,4.23,3.26
EPL2425_360,2025-04-12,3.56,3.89,2.41
EPL2425_361,2025-04-19,3.65,4.69,2.15
EPL2425_362,2025-04-21,3.57,3.73,2.47
EPL2425_363,2025-04-20,2.55,3.66,3.48
EPL2425_364,2025-04-20,3.39,4.0,2.46
EPL2425_365,2025-04-20,3.2,6.35,2.07
EPL2425_366,2025-04-20,3.87,5.05,2.01
EPL2425_367,2025-04-20,2.12,4.75,3.7
EPL2425_368,2025-04-19,2.27,5.86,2.93
EPL2425_369,2025-04-19,2.91,4.72,2.52
EPL2425_370,2025-04-19,2.6,7.26,2.32
EPL2425_371,2025-04-27,2.9,3.75,2.94
EPL2425_372,2025-04-28,2.71,3.49,3.37
EPL2425_373,2025-04-27,1.9,5.98,3.85
EPL2425_374,2025-04-27,3.65,3.92,2.36
EPL2425_375,2025-04-28,2.69,3.56,3.34
EPL2425_376,2025-04-28,3.34,4.16,2.42
EPL2425_377,2025-04-26,2.26,5.67,3.01
EPL2425_378,2025-04-27,2.58,4.68,2.85
EPL2425_379,2025-04-27,2.58,3.48,3.61
EPL2425_380,2025-04-27,2.54,6.27,2.51
